958,7713
958,5359
958,4892
958,13498
958,13501
958,4873
958,794
958,3332
958,174
958,7503
958,580
958,1225
958,18809
958,2036
958,27649
958,5168
958,14822
958,25821
958,342
958,1360
958,5532
958,4023
958,485
958,1876
958,3063
958,16083
958,17676
958,13299
958,3721
958,1393
958,2095
958,115
958,5130
958,717
958,185
958,1238
733,2391
733,3544
733,10787
733,10235
733,15902
733,1655
733,1593
733,762
733,6583
733,18809
733,260
733,231
733,511
733,5918
733,32239
733,2715
733,7017
733,32240
733,32241
733,3298
733,28781
733,3944
733,2527
733,6
733,4002
733,3063
733,19815
733,16108
733,32242
733,780
733,5093
733,1660
733,3758
733,734
733,8752
733,182
581,1551
581,8598
581,21446
581,2468
581,22885
581,1697
581,2391
581,2356
581,271
581,17572
581,2041
581,8130
581,3226
581,2242
581,6583
581,3202
581,794
581,3643
581,19147
581,19594
581,17568
581,14355
581,29881
581,18809
581,14808
581,20543
581,2794
581,4481
581,9558
581,245
581,1267
581,231
581,730
581,2265
581,2318
581,7468
581,7769
581,11634
581,384
581,207
581,8571
581,16458
581,325
581,1781
581,2036
581,21483
581,20696
581,4788
581,10608
581,21096
581,20977
581,891
581,21301
581,24390
581,20550
581,1726
581,4502
581,17472
581,21679
581,8895
581,32243
581,21435
581,17060
581,8752
581,18774
581,4966
581,182
581,598
2561,18809
2561,5050
2561,1688
2561,3068
2561,6916
2561,204
2561,1272
2561,1726
2561,1941
2561,265
2561,6018
2561,4002
2561,1496
2561,6196
2561,210
2561,616
2561,485
2561,7251
2561,1876
2561,19766
2561,19767
2561,19768
2561,5780
2561,29825
2561,29970
270,13460
270,9635
270,4873
270,519
270,846
270,3599
270,837
270,520
270,119
270,4624
270,7229
270,257
270,1254
270,1597
270,8027
270,2644
270,413
270,9371
270,391
270,2677
270,281
270,32244
270,1663
270,6233
270,10789
2248,4071
2248,1599
2248,8006
2248,154
2248,31626
2248,2047
2248,211
2248,993
2248,48
2248,974
2248,7947
2248,971
2136,311
2136,18809
2136,119
2136,520
2136,1612
2136,4743
2136,2413
578,625
578,12048
1154,18786
1154,2356
1154,4873
1154,2588
1154,14785
1154,4362
1154,2417
1154,2794
1154,15845
1154,325
1154,11283
1154,4991
1154,394
1154,13831
1154,3284
1154,182
1154,2677
1154,20185
1154,18775
1222,18803
1222,484
1222,4143
1222,14034
1222,16155
1222,4006
1222,1991
1222,432
1222,10871
1222,426
1222,4204
1222,3015
1222,429
1222,6785
1222,12415
1222,18775
1222,5068
2384,1783
2384,1551
2384,22242
2384,1697
2384,2619
2384,27609
2384,32245
2384,11494
2384,20543
2384,9174
2384,210
2384,18774
2384,32246
2384,1468
172,182
172,5835
172,18769
2577,7379
2577,32247
2577,32248
2577,32249
2577,3409
2577,8910
2577,22675
2577,4769
2577,25933
2577,22731
2577,13418
2577,4742
2577,15166
2577,4799
2577,128
2577,20537
2577,13347
2577,971
2577,13286
2577,20997
2577,8296
2577,6607
2577,2998
2577,12018
2577,6008
2577,32250
2577,2070
934,12468
934,4143
934,1083
934,6785
934,3015
934,427
934,3733
934,18809
934,5011
934,13972
934,8048
934,4362
934,270
934,119
934,29131
934,4481
934,4523
934,3375
934,204
934,6572
934,16254
934,11283
934,7589
934,12048
934,11678
934,14315
934,4743
934,16455
934,27823
934,5406
934,8752
934,24546
2886,657
2886,5331
2886,32251
2886,32252
2886,25418
2886,32253
2886,32254
2886,13360
2886,32255
2886,2655
2886,32256
2886,32257
591,1083
591,3269
591,11852
591,1988
591,4716
591,19139
591,6254
591,32258
591,3375
591,995
591,2780
591,269
591,22553
591,1040
591,2432
591,325
591,4594
591,204
591,226
591,306
591,2651
591,4652
591,11867
591,3046
591,8158
591,19540
591,32259
591,12399
591,11831
591,4713
591,27948
591,1676
591,9984
591,1188
591,20822
591,1187
591,887
591,8039
591,6572
591,1784
591,18064
591,24389
591,905
591,4777
591,8443
591,729
591,19906
591,636
591,1679
591,1055
591,1739
591,32260
591,1420
591,617
591,32261
591,5040
591,4023
591,2935
591,4743
591,5306
591,1184
591,824
591,11862
591,11355
591,2158
591,24491
591,32262
591,25850
591,12360
591,4243
591,6874
591,1377
591,225
591,22226
591,28957
1671,529
1671,3612
1671,10528
1671,5344
1671,530
1671,399
1671,271
1671,22443
1671,22444
1671,32263
1671,2204
1671,9635
1671,4873
1671,519
1671,4624
1671,270
1671,1292
1671,8547
1671,1415
1671,3759
1671,15802
1671,767
1671,3845
1671,32264
1671,4292
1671,3598
1671,389
1671,257
1671,7229
1671,32265
1671,32266
1671,5412
1671,4028
1671,23108
1671,2331
1671,3298
1671,14046
1671,2830
1671,9600
1671,413
1671,5677
1671,2413
1671,388
1671,5772
1671,225
1671,1016
1671,10789
1671,5068
1671,18775
1671,3253
1671,352
1671,2590
1671,32267
1759,22366
1759,15381
1759,32268
1759,31650
1759,17822
1759,2413
66,7103
66,4893
66,26687
66,7697
66,9917
66,13186
66,2407
66,4984
66,4883
66,12283
66,5638
66,1869
66,4985
66,6964
66,4118
66,19617
66,2879
66,19632
66,4071
66,12080
66,2298
66,2408
66,1524
66,5062
66,267
66,1980
66,139
66,1398
66,1712
66,140
66,3560
66,6323
66,16727
66,467
66,269
66,25360
66,20576
66,10813
66,3706
66,3669
66,8645
66,4116
66,11372
66,19805
66,4475
66,2248
66,13757
66,217
66,253
66,1689
66,7933
66,5068
66,18775
66,5523
66,5320
876,2072
876,921
876,2041
876,18762
876,1267
876,3890
876,2265
876,325
876,6916
876,891
876,3
876,31
876,1914
876,2331
876,2413
876,225
1700,3840
1700,3660
1700,3665
1700,1991
1700,5039
1700,837
1700,3259
1700,19768
1700,9101
1700,834
1700,3758
1700,19767
1700,3478
1700,388
1700,2827
1700,796
1700,12169
1700,1955
278,4662
278,344
278,1697
278,8547
278,631
278,269
278,8571
278,1660
278,2612
278,354
278,225
1640,132
1640,19212
1640,10369
1640,271
1640,9167
1640,921
1640,19376
1640,17021
1640,14318
1640,7597
1640,5968
1640,139
1640,18809
1640,670
1640,4005
1640,1743
1640,8571
1640,989
1640,258
1640,891
1640,1660
1640,5424
1167,2408
1167,12415
1167,3560
1167,511
1167,20810
1167,989
1167,2207
1167,485
1167,1876
1167,7251
1167,10797
1167,4023
1167,1393
1167,182
1847,18786
1847,18809
1847,231
1847,22092
1847,4130
1847,9959
1847,439
1847,1660
1847,5780
1847,29825
