958,18758
958,18759
958,7247
958,2356
958,2408
958,18760
958,18761
958,11346
958,18762
958,18763
958,2123
958,18764
958,18765
958,2265
958,10573
958,18766
958,1729
958,3720
958,2064
958,18767
958,5947
958,989
958,2498
958,1156
958,1392
958,18768
958,2169
958,2360
958,5835
958,18769
958,8658
958,18770
958,6914
958,1404
958,2451
958,6246
958,4107
958,2606
958,6245
958,4428
958,1240
733,2356
733,18771
733,18772
733,2064
733,11848
733,3003
733,4964
733,2207
733,4646
733,17489
733,12048
733,449
733,6371
733,3378
733,18773
733,722
733,18774
733,2677
733,489
733,2864
733,18775
581,18776
581,6103
581,18777
581,16210
581,2139
581,3720
581,876
581,197
581,268
581,21
581,1156
581,10601
581,10663
581,5532
581,603
581,8145
581,3082
581,2634
581,4659
581,18778
581,18779
581,18780
581,16240
581,18781
2561,3327
2561,18782
2561,8598
2561,726
2561,1405
2561,433
2561,384
2561,21
2561,3561
2561,3
2561,901
2561,1462
2561,139
2561,1393
2561,115
2561,6914
2561,1404
2561,4428
2561,1240
270,7719
270,18783
270,13039
270,2025
270,10376
270,18784
270,5152
270,18785
270,6154
270,1547
270,6712
270,1656
270,1175
270,1952
270,8571
270,21
270,3694
270,1496
270,616
270,4185
270,10034
270,1849
270,15420
270,2252
270,1590
270,4561
270,221
270,7763
270,1330
2248,30
2248,1614
2248,18786
2248,8598
2248,2716
2248,18787
2248,762
2248,794
2248,2748
2248,18785
2248,7471
2248,1640
2248,270
2248,1375
2248,1988
2248,380
2248,2351
2248,18788
2248,1656
2248,10209
2248,13942
2248,3694
2248,1496
2248,49
2248,2343
2248,3994
2248,18789
2248,4055
2248,5301
2248,10136
2248,221
2248,7763
2248,1462
2248,4113
2248,14406
2248,3030
2248,3284
2248,182
2248,18790
2248,409
2136,3800
2136,1393
2136,3854
578,18791
578,180
578,18786
578,144
578,490
578,657
578,80
578,3544
578,5033
578,18792
578,2588
578,3211
578,4425
578,18793
578,1466
578,5635
578,11857
578,6209
578,4930
578,8330
578,18794
578,18795
578,18796
578,18797
578,18798
578,18799
578,14970
578,10667
578,5130
578,717
578,1393
578,6059
578,12702
578,9462
578,4389
578,1314
578,18800
578,18801
578,18802
2379,15845
1154,18803
1154,180
1154,4297
1154,1614
1154,2156
1154,3704
1154,2823
1154,2391
1154,18804
1154,4252
1154,2048
1154,897
1154,249
1154,3296
1154,18805
1154,4422
1154,3800
1154,4739
1154,18806
1154,18807
1154,18808
1154,2139
1154,5060
1154,3710
1154,18809
1154,6154
1154,467
1154,6411
1154,8686
1154,11424
1154,4813
1154,511
1154,260
1154,245
1154,231
1154,3279
1154,7547
1154,2018
1154,11757
1154,8884
1154,2265
1154,3703
1154,1729
1154,2064
1154,1743
1154,8346
1154,18810
1154,18811
1154,14382
1154,18812
1154,18813
1154,11848
1154,18814
1154,18815
1154,18816
1154,18817
1154,5925
1154,18818
1154,16651
1154,18819
1154,12874
1154,21
1154,4964
1154,1941
1154,1803
1154,1784
1154,909
1154,1776
1154,18820
1154,14212
1154,18821
1154,18822
1154,1808
1154,246
1154,1777
1154,4502
1154,210
1154,7251
1154,18823
1154,4023
1154,449
1154,4070
1154,8215
1154,485
1154,1876
1154,2258
1154,2830
1154,139
1154,267
1154,1393
1154,1090
1154,8752
1154,18774
1154,18824
1154,15444
1154,3854
1154,281
1154,765
1154,5835
1154,18769
1154,9371
1154,489
1154,3082
1154,5068
1342,2408
1342,18818
1342,1877
1222,18782
1222,8598
1222,2156
1222,18825
1222,2356
1222,2588
1222,15773
1222,18809
1222,2794
1222,15845
1222,4481
1222,7769
1222,2318
1222,7467
1222,11634
1222,1393
1222,8752
1222,8895
1222,603
1222,18826
1222,5835
1222,18769
1222,8145
1222,3082
1920,10376
1920,11388
1920,9928
1920,6577
1920,2408
1920,18827
1920,8583
1920,18828
1920,16544
1920,18829
1920,18830
1920,11289
1920,18831
1920,1405
1920,3726
1920,20
1920,13137
1920,3692
1920,8547
1920,13942
1920,989
1920,1224
1920,9497
1920,4686
1920,3561
1920,18832
1920,265
1920,4002
1920,17489
1920,18833
1920,1744
1920,3779
1920,11630
1920,2635
1920,5972
1920,1226
1920,18834
1920,4118
1920,1590
1920,7251
1920,14457
1920,1633
1920,485
1920,901
1920,12335
1920,2451
1920,18003
172,180
172,8346
172,9830
172,15704
172,449
172,4070
934,2408
934,421
934,3893
934,18835
934,18836
934,18837
934,18838
934,2620
934,11763
934,18839
934,18840
934,18841
934,8736
934,18842
934,18843
934,511
934,1267
934,231
934,2265
934,14382
934,11848
934,18844
934,18815
934,2207
934,5674
934,3072
934,5154
934,140
934,6914
934,6246
934,4107
934,18845
934,6245
934,1240
934,17736
934,4304
2886,18846
591,7839
591,12010
591,6154
591,467
591,6411
591,2417
591,18847
591,5469
591,511
591,1267
591,7444
591,17296
591,3720
591,389
591,8571
591,1743
591,9077
591,9617
591,18848
591,18849
591,12886
591,9148
591,17367
591,18850
591,6859
591,18851
591,18852
591,4240
591,18818
591,11693
591,18853
591,18854
591,18855
591,13711
591,16651
591,18856
591,12874
591,7962
591,21
591,4268
591,11645
591,18857
591,2403
591,7379
591,3680
591,1777
591,1254
591,493
591,12415
591,1393
591,8752
591,8895
591,213
591,1212
591,680
591,182
591,5835
591,2677
1671,11805
1671,18858
1671,18859
1671,18860
1671,11220
1671,7385
1671,18861
1671,18862
1671,18863
1671,18864
1671,18865
1671,10679
1671,18866
1671,18867
1671,18868
1671,16926
1671,18869
1671,5346
1671,18870
1671,18871
1671,18872
1671,18479
924,18783
924,4973
924,6076
924,1783
924,2468
924,2716
924,3738
924,14586
924,166
924,10723
924,80
924,16255
924,2552
924,18212
924,2408
924,3643
